freq	dB(stoz(S(1,1)))
1.60699999999999998E9	4.19515792464984205E1
1.60749999999999993E9	4.19420370293786160E1
1.60800000000000010E9	4.19324569664985614E1
1.60850000000000004E9	4.19228405214687072E1
1.60899999999999999E9	4.19131903195471001E1
1.60949999999999993E9	4.19035098702046760E1
1.61000000000000010E9	4.18938033054949610E1
1.61050000000000004E9	4.18840751461637328E1
1.61099999999999999E9	4.18743301021098535E1
1.61150000000000015E9	4.18645729094792074E1
1.61199999999999966E9	4.18548082034830227E1
1.61250000000000004E9	4.18450404239322626E1
1.61300000000000021E9	4.18352737493003968E1
1.61349999999999971E9	4.18255120546586312E1
1.61400000000000010E9	4.18157588888586851E1
1.61450000000000005E9	4.18060174666840734E1
1.61499999999999977E9	4.17962906722105387E1
1.61550000000000016E9	4.17865810702013984E1
1.61600000000000010E9	4.17768909229491481E1
1.61649999999999983E9	4.17672222105133439E1
1.61699999999999977E9	4.17575766527789849E1
1.61750000000000016E9	4.17479557321603156E1
1.61799999999999988E9	4.17383607161017789E1
1.61849999999999983E9	4.17287926787885333E1
1.61900000000000022E9	4.17192525216830923E1
1.61949999999999994E9	4.17097409926568474E1
1.61999999999999988E9	4.17002587036009675E1
1.62050000000000027E9	4.16908061464825952E1
1.62100000000000000E9	4.16813837078703120E1
1.62149999999999994E9	4.16719916819913117E1
1.62199999999999989E9	4.16626302824069850E1
1.62250000000000005E9	4.16532996524069521E1
1.62300000000000000E9	4.16439998742285855E1
1.62349999999999994E9	4.16347309772090224E1
1.62400000000000011E9	4.16254929449744981E1
1.62449999999999983E9	4.16162857217663351E1
1.62500000000000000E9	4.16071092179967739E1
1.62550000000000017E9	4.15979633151201789E1
1.62599999999999989E9	4.15888478698981601E1
1.62650000000000006E9	4.15797627181293628E1
1.62700000000000000E9	4.15707076779078122E1
1.62749999999999995E9	4.15616825524668076E1
1.62800000000000011E9	4.15526871326595248E1
1.62850000000000006E9	4.15437211991213484E1
1.62900000000000000E9	4.15347845241541069E1
1.62949999999999973E9	4.15258768733680750E1
1.63000000000000012E9	4.15169980071126066E1
1.63050000000000006E9	4.15081476817239370E1
1.63099999999999978E9	4.14993256506137609E1
1.63150000000000017E9	4.14905316652213774E1
1.63200000000000012E9	4.14817654758482135E1
1.63249999999999984E9	4.14730268323915308E1
1.63300000000000023E9	4.14643154849936213E1
1.63350000000000017E9	4.14556311846192838E1
1.63399999999999990E9	4.14469736835745017E1
1.63449999999999984E9	4.14383427359777290E1
1.63500000000000023E9	4.14297380981939689E1
1.63549999999999995E9	4.14211595292410539E1
1.63599999999999990E9	4.14126067911781970E1
1.63650000000000029E9	4.14040796494841423E1
1.63699999999999979E9	4.13955778734348723E1
1.63749999999999996E9	4.13871012364875401E1
1.63800000000000034E9	4.13786495166809232E1
1.63849999999999985E9	4.13702224970585686E1
1.63900000000000001E9	4.13618199661259567E1
1.63949999999999996E9	4.13534417183484315E1
1.63999999999999990E9	4.13450875547009744E1
1.64050000000000007E9	4.13367572832798746E1
1.64100000000000001E9	4.13284507199865381E1
1.64149999999999996E9	4.13201676892958947E1
1.64199999999999990E9	4.13119080251213511E1
1.64250000000000007E9	4.13036715717892822E1
1.64300000000000002E9	4.12954581851387914E1
1.64349999999999996E9	4.12872677337584015E1
1.64400000000000013E9	4.12791001003779279E1
1.64450000000000007E9	4.12709551834287236E1
1.64500000000000002E9	4.12628328987878046E1
1.64550000000000018E9	4.12547331817189988E1
1.64600000000000013E9	4.12466559890222406E1
1.64650000000000007E9	4.12386013013995001E1
1.64699999999999980E9	4.12305691260366203E1
1.64750000000000019E9	4.12225594993962119E1
1.64800000000000013E9	4.12145724902026345E1
1.64849999999999985E9	4.12066082025846114E1
1.64900000000000024E9	4.11986667793170014E1
1.64949999999999974E9	4.11907484050835127E1
1.64999999999999991E9	4.11828533096356342E1
1.65050000000000030E9	4.11749817706884169E1
1.65099999999999980E9	4.11671341163352622E1
1.65149999999999997E9	4.11593107267019409E1
1.65199999999999991E9	4.11515120344872454E1
1.65249999999999986E9	4.11437385239600228E1
1.65300000000000002E9	4.11359907278978554E1
1.65349999999999997E9	4.11282692218826273E1
1.65399999999999991E9	4.11205746153040863E1
1.65449999999999986E9	4.11129075384043841E1
1.65500000000000003E9	4.11052686247247845E1
1.65549999999999997E9	4.10976584884310636E1
1.65599999999999992E9	4.10900776962135339E1
1.65650000000000008E9	4.10825267338165556E1
1.65700000000000003E9	4.10750059677540769E1
1.65749999999999997E9	4.10675156034203415E1
1.65800000000000014E9	4.10600556415686047E1
1.65850000000000009E9	4.10526258359369844E1
1.65900000000000003E9	4.10452256555361927E1
1.65949999999999998E9	4.10378542556250991E1
1.66000000000000014E9	4.10305104615252958E1
1.66050000000000009E9	4.10231927690093823E1
1.66100000000000003E9	4.10158993639586367E1
1.66150000000000020E9	4.10086281623459836E1
1.66199999999999970E9	4.10013768695155889E1
1.66250000000000009E9	4.09941430554948116E1
1.66300000000000026E9	4.09869242410544299E1
1.66349999999999976E9	4.09797179878105222E1
1.66400000000000015E9	4.09725219851093225E1
1.66449999999999987E9	4.09653341268776661E1
1.66499999999999981E9	4.09581525729548179E1
1.66550000000000020E9	4.09509757913950612E1
1.66599999999999993E9	4.09438025804591543E1
1.66649999999999987E9	4.09366320711370335E1
1.66699999999999982E9	4.09294637127445160E1
1.66749999999999998E9	4.09222972452526434E1
1.66799999999999993E9	4.09151326624907341E1
1.66849999999999987E9	4.09079701702977072E1
1.66900000000000004E9	4.09008101432170257E1
1.66949999999999998E9	4.08936530826139499E1
1.66999999999999993E9	4.08864995782866281E1
1.67050000000000010E9	4.08793502748687931E1
1.67100000000000004E9	4.08722058436567792E1
1.67149999999999999E9	4.08650669599689564E1
1.67199999999999993E9	4.08579342857782102E1
1.67250000000000010E9	4.08508084571190455E1
1.67300000000000004E9	4.08436900756531074E1
1.67349999999999999E9	4.08365797037343903E1
1.67400000000000015E9	4.08294778623413457E1
1.67449999999999966E9	4.08223850312955516E1
1.67500000000000004E9	4.08153016512681077E1
1.67550000000000021E9	4.08082281271550151E1
1.67599999999999971E9	4.08011648324886167E1
1.67650000000000010E9	4.07941121146274632E1
1.67700000000000005E9	4.07870703005348645E1
1.67749999999999977E9	4.07800397030162731E1
1.67800000000000016E9	4.07730206273337270E1
1.67850000000000010E9	4.07660133781555700E1
1.67899999999999983E9	4.07590182668342926E1
1.67949999999999977E9	4.07520356190285415E1
1.68000000000000016E9	4.07450657827075258E1
1.68049999999999988E9	4.07381091365895198E1
1.68099999999999983E9	4.07311660990775426E1
1.68150000000000022E9	4.07242371377595092E1
1.68199999999999994E9	4.07173227795424086E1
1.68249999999999988E9	4.07104236214849813E1
1.68300000000000027E9	4.07035403423828512E1
1.68350000000000000E9	4.06966737151418378E1
1.68399999999999994E9	4.06898246199471458E1
1.68449999999999989E9	4.06829940581964689E1
1.68500000000000005E9	4.06761831671090590E1
1.68550000000000000E9	4.06693932348499843E1
1.68599999999999994E9	4.06626257159099325E1
1.68650000000000011E9	4.06558822463585567E1
1.68699999999999983E9	4.06491646584306299E1
1.68750000000000000E9	4.06424749937123941E1
1.68800000000000017E9	4.06358155139631450E1
1.68849999999999989E9	4.06291887083364411E1
1.68900000000000006E9	4.06225972954582470E1
1.68950000000000000E9	4.06160442184898596E1
1.68999999999999995E9	4.06095326309697757E1
1.69050000000000011E9	4.06030658709232561E1
1.69100000000000006E9	4.05966474205039063E1
1.69150000000000000E9	4.05902808483532063E1
1.69199999999999973E9	4.05839697320179305E1
1.69250000000000012E9	4.05777175582589411E1
1.69300000000000006E9	4.05715276000204117E1
1.69349999999999978E9	4.05654027703117315E1
1.69400000000000017E9	4.05593454553365085E1
1.69450000000000012E9	4.05533573318844454E1
1.69499999999999984E9	4.05474391771420439E1
1.69550000000000023E9	4.05415906824162420E1
1.69600000000000017E9	4.05358102853508306E1
1.69649999999999990E9	4.05300950374711189E1
1.69699999999999984E9	4.05244405246477601E1
1.69750000000000023E9	4.05188408567220737E1
1.69799999999999995E9	4.05132887386895391E1
1.69849999999999990E9	4.05077756295008662E1
1.69900000000000029E9	4.05022919862361253E1
1.69949999999999979E9	4.04968275821808721E1
1.69999999999999996E9	4.04913718786100052E1
1.70050000000000034E9	4.04859144233865909E1
1.70099999999999985E9	4.04804452460636632E1
1.70150000000000001E9	4.04749552197030837E1
1.70199999999999996E9	4.04694363639969090E1
1.70249999999999990E9	4.04638820716467151E1
1.70300000000000007E9	4.04582872489718692E1
1.70350000000000001E9	4.04526483708416862E1
1.70399999999999996E9	4.04469634579133075E1
1.70449999999999990E9	4.04412319898811834E1
1.70500000000000007E9	4.04354547716250323E1
1.70550000000000002E9	4.04296337698865305E1
1.70599999999999996E9	4.04237719368770954E1
1.70650000000000013E9	4.04178730346542725E1
1.70700000000000007E9	4.04119414708544777E1
1.70750000000000002E9	4.04059821529862351E1
1.70800000000000018E9	4.04000003653610573E1
1.70850000000000013E9	4.03940016701015203E1
1.70900000000000007E9	4.03879918316027986E1
1.70949999999999980E9	4.03819767623169046E1
1.71000000000000019E9	4.03759624867060030E1
1.71050000000000013E9	4.03699551195551187E1
1.71099999999999985E9	4.03639608544419293E1
1.71150000000000024E9	4.03579859579312750E1
1.71199999999999974E9	4.03520367649195055E1
1.71249999999999991E9	4.03461196704557068E1
1.71300000000000030E9	4.03402411132973882E1
1.71349999999999980E9	4.03344075464351981E1
1.71399999999999997E9	4.03286253898949543E1
1.71449999999999991E9	4.03229009613805545E1
1.71499999999999986E9	4.03172403808619606E1
1.71550000000000002E9	4.03116494461766539E1
1.71599999999999997E9	4.03061334782264336E1
1.71649999999999991E9	4.03006971365333566E1
1.71699999999999986E9	4.02953442088211311E1
1.71750000000000003E9	4.02900773818690983E1
1.71799999999999997E9	4.02848980049468786E1
1.71849999999999992E9	4.02798058613012877E1
1.71900000000000008E9	4.02747989668492146E1
1.71950000000000003E9	4.02698734176954165E1
1.71999999999999997E9	4.02650233085334897E1
1.72050000000000014E9	4.02602407417104757E1
1.72100000000000009E9	4.02555159413417041E1
1.72150000000000003E9	4.02508374784791823E1
1.72199999999999998E9	4.02461926027079731E1
1.72250000000000014E9	4.02415676640402697E1
1.72300000000000009E9	4.02369485983594899E1
1.72350000000000003E9	4.02323214417735198E1
1.72400000000000020E9	4.02276728355083613E1
1.72449999999999970E9	4.02229904841266528E1
1.72500000000000009E9	4.02182635356681928E1
1.72550000000000026E9	4.02134828616858719E1
1.72599999999999976E9	4.02086412264160398E1
1.72650000000000015E9	4.02037333456231760E1
1.72699999999999987E9	4.01987558453729754E1
1.72749999999999981E9	4.01937071380315469E1
1.72800000000000020E9	4.01885872367070629E1
1.72849999999999993E9	4.01833975302905966E1
1.72899999999999987E9	4.01781405397740965E1
1.72949999999999982E9	4.01728196734053444E1
1.72999999999999998E9	4.01674389942706700E1
1.73049999999999993E9	4.01620030097551695E1
1.73099999999999987E9	4.01565164885142334E1
1.73150000000000004E9	4.01509843073840145E1
1.73199999999999998E9	4.01454113281982750E1
1.73249999999999993E9	4.01398023027501072E1
1.73300000000000010E9	4.01341618030642611E1
1.73350000000000004E9	4.01284941735982681E1
1.73399999999999999E9	4.01228035018465778E1
1.73449999999999993E9	4.01170936039441095E1
1.73500000000000010E9	4.01113680221661983E1
1.73550000000000004E9	4.01056300316083014E1
1.73599999999999999E9	4.00998826537493613E1
1.73650000000000015E9	4.00941286750162362E1
1.73699999999999966E9	4.00883706688485653E1
1.73750000000000004E9	4.00826110201007246E1
1.73800000000000021E9	4.00768519509055299E1
1.73849999999999971E9	4.00710955473626207E1
1.73900000000000010E9	4.00653437866047657E1
1.73950000000000005E9	4.00595985639426111E1
1.73999999999999977E9	4.00538617198969416E1
1.74050000000000016E9	4.00481350670017200E1
1.74100000000000010E9	4.00424204163011144E1
1.74149999999999983E9	4.00367196034788808E1
1.74199999999999977E9	4.00310345145395985E1
1.74250000000000016E9	4.00253671109201026E1
1.74299999999999988E9	4.00197194538339041E1
1.74349999999999983E9	4.00140937275488806E1
1.74400000000000022E9	4.00084922611604554E1
1.74449999999999994E9	4.00029175482508403E1
1.74499999999999988E9	3.99973722636155671E1
1.74550000000000027E9	3.99918592759945701E1
1.74600000000000000E9	3.99863816554670004E1
1.74649999999999994E9	3.99809426738701523E1
1.74699999999999989E9	3.99755457962938943E1
1.74750000000000005E9	3.99701946614170911E1
1.74800000000000000E9	3.99648930482195164E1
1.74849999999999994E9	3.99596448264894644E1
1.74900000000000011E9	3.99544538886088585E1
1.74949999999999983E9	3.99493240604303335E1
1.75000000000000000E9	3.99442589897458467E1
1.75050000000000017E9	3.99392620119813424E1
1.75099999999999989E9	3.99343359943970677E1
1.75150000000000006E9	3.99294831622528168E1
1.75200000000000000E9	3.99247049130492915E1
1.75249999999999995E9	3.99200016279163705E1
1.75300000000000011E9	3.99153724921828168E1
1.75350000000000006E9	3.99108153396980203E1
1.75400000000000000E9	3.99063265370518483E1
1.75449999999999973E9	3.99019009238894418E1
1.75500000000000012E9	3.98975318235811027E1
1.75550000000000006E9	3.98932111343406515E1
1.75599999999999978E9	3.98889295046213510E1
1.75650000000000017E9	3.98846765888190324E1
1.75700000000000012E9	3.98804413709561612E1
1.75749999999999984E9	3.98762125363593745E1
1.75800000000000023E9	3.98719788656487939E1
1.75850000000000017E9	3.98677296226401623E1
1.75899999999999990E9	3.98634549085218159E1
1.75949999999999984E9	3.98591459587628183E1
1.76000000000000023E9	3.98547953659012411E1
1.76049999999999995E9	3.98503972194871547E1
1.76099999999999990E9	3.98459471627207185E1
1.76150000000000029E9	3.98414423725677569E1
1.76199999999999979E9	3.98368814755463552E1
1.76249999999999996E9	3.98322644145781180E1
1.76300000000000034E9	3.98275922833347673E1
1.76349999999999985E9	3.98228671437338155E1
1.76400000000000001E9	3.98180918401746897E1
1.76449999999999996E9	3.98132698213166325E1
1.76499999999999990E9	3.98084049771832360E1
1.76550000000000007E9	3.98035014965092904E1
1.76600000000000001E9	3.97985637467692888E1
1.76649999999999996E9	3.97935961773562141E1
1.76699999999999990E9	3.97886032449367599E1
1.76750000000000007E9	3.97835893590469070E1
1.76800000000000002E9	3.97785588454320393E1
1.76849999999999996E9	3.97735159243819547E1
1.76900000000000013E9	3.97684647012704051E1
1.76950000000000007E9	3.97634091666076506E1
1.77000000000000002E9	3.97583532030762843E1
1.77050000000000018E9	3.97533005972109610E1
1.77100000000000013E9	3.97482550535530965E1
1.77150000000000007E9	3.97432202092533604E1
1.77199999999999980E9	3.97381996471908305E1
1.77250000000000019E9	3.97331969057318002E1
1.77300000000000013E9	3.97282154832731660E1
1.77349999999999985E9	3.97232588357227323E1
1.77400000000000024E9	3.97183303650918784E1
1.77449999999999974E9	3.97134333974488474E1
1.77499999999999991E9	3.97085711486533555E1
1.77550000000000030E9	3.97037466766175973E1
1.77599999999999980E9	3.96989628193649846E1
1.77649999999999997E9	3.96942221189450928E1
1.77699999999999991E9	3.96895267323359580E1
1.77749999999999986E9	3.96848783318278198E1
1.77800000000000002E9	3.96802779989873766E1
1.77849999999999997E9	3.96757261180316778E1
1.77899999999999991E9	3.96712222761129141E1
1.77949999999999986E9	3.96667651793609988E1
1.78000000000000003E9	3.96623525942530719E1
1.78049999999999997E9	3.96579813236623124E1
1.78099999999999992E9	3.96536472255467620E1
1.78150000000000008E9	3.96493452795801726E1
1.78200000000000003E9	3.96450697032173505E1
1.78249999999999997E9	3.96408141140895376E1
1.78300000000000014E9	3.96365717308277610E1
1.78350000000000009E9	3.96323356001180382E1
1.78400000000000003E9	3.96280988347133922E1
1.78449999999999998E9	3.96238548457891548E1
1.78500000000000014E9	3.96195975536761225E1
1.78550000000000009E9	3.96153215635191236E1
1.78600000000000003E9	3.96110222963476755E1
1.78650000000000020E9	3.96066960707472138E1
1.78699999999999970E9	3.96023401350592419E1
1.78750000000000009E9	3.95979526541740290E1
1.78800000000000026E9	3.95935326580641256E1
1.78849999999999976E9	3.95890799610369637E1
1.78900000000000015E9	3.95845950612873043E1
1.78949999999999987E9	3.95800790298993022E1
1.78999999999999981E9	3.95755333972812329E1
1.79050000000000020E9	3.95709600434240993E1
1.79099999999999993E9	3.95663610966410895E1
1.79149999999999987E9	3.95617388437865802E1
1.79199999999999982E9	3.95570956535076368E1
1.79249999999999998E9	3.95524339129244229E1
1.79299999999999993E9	3.95477559772804010E1
1.79349999999999987E9	3.95430641315312226E1
1.79400000000000004E9	3.95383605625063561E1
1.79449999999999998E9	3.95336473401333288E1
1.79499999999999993E9	3.95289264062050183E1
1.79550000000000010E9	3.95241995692548320E1
1.79600000000000004E9	3.95194685042431848E1
1.79649999999999999E9	3.95147347559263551E1
1.79699999999999993E9	3.95099997449495088E1
1.79750000000000010E9	3.95052647758745001E1
1.79800000000000004E9	3.95005310465027160E1
1.79849999999999999E9	3.94957996579862325E1
1.79900000000000015E9	3.94910716253304006E1
1.79949999999999966E9	3.94863478879823182E1
1.80000000000000004E9	3.94816293202680635E1
1.80050000000000021E9	3.94769167414934241E1
1.80099999999999971E9	3.94722109255576248E1
1.80150000000000010E9	3.94675126099493312E1
1.80200000000000005E9	3.94628225039998259E1
1.80249999999999977E9	3.94581412962642508E1
1.80300000000000016E9	3.94534696608855873E1
1.80350000000000010E9	3.94488082627727632E1
1.80399999999999983E9	3.94441577613966654E1
1.80449999999999977E9	3.94395188129736107E1
1.80500000000000016E9	3.94348920707777006E1
1.80549999999999988E9	3.94302781832982197E1
1.80599999999999983E9	3.94256777899487521E1
1.80650000000000022E9	3.94210915140470775E1
1.80699999999999994E9	3.94165199528282262E1
1.80749999999999988E9	3.94119636643413696E1
1.80800000000000027E9	3.94074231512200601E1
1.80850000000000000E9	3.94028988415161141E1
1.80899999999999994E9	3.93983910670492099E1
1.80949999999999989E9	3.93939000400418227E1
1.81000000000000005E9	3.93894258291632138E1
1.81050000000000000E9	3.93849683364628467E1
1.81099999999999994E9	3.93805272769853598E1
1.81150000000000011E9	3.93761021630663555E1
1.81199999999999983E9	3.93716922953468096E1
1.81250000000000000E9	3.93672967623575554E1
1.81300000000000017E9	3.93629144500821315E1
1.81349999999999989E9	3.93585440622089333E1
1.81400000000000006E9	3.93541841508857004E1
1.81450000000000000E9	3.93498331567860671E1
1.81499999999999995E9	3.93454894563280444E1
1.81550000000000011E9	3.93411514130919659E1
1.81600000000000006E9	3.93368174300011386E1
1.81650000000000000E9	3.93324859987357822E1
1.81699999999999973E9	3.93281557431633511E1
1.81750000000000012E9	3.93238254542361654E1
1.81800000000000006E9	3.93194941147125387E1
1.81849999999999978E9	3.93151609130651147E1
1.81900000000000017E9	3.93108252468977204E1
1.81950000000000012E9	3.93064867169897880E1
1.81999999999999984E9	3.93021451136457145E1
1.82050000000000023E9	3.92978003973266832E1
1.82100000000000017E9	3.92934526755961144E1
1.82149999999999990E9	3.92891021782696281E1
1.82199999999999984E9	3.92847492323860426E1
1.82250000000000023E9	3.92803942382699622E1
1.82299999999999995E9	3.92760376475934603E1
1.82349999999999990E9	3.92716799440054753E1
1.82400000000000029E9	3.92673216266059111E1
1.82449999999999979E9	3.92629631963110759E1
1.82499999999999996E9	3.92586051449884277E1
1.82550000000000034E9	3.92542479471267214E1
1.82599999999999985E9	3.92498920537434604E1
1.82650000000000001E9	3.92455378882060213E1
1.82699999999999996E9	3.92411858436410110E1
1.82749999999999990E9	3.92368362816282579E1
1.82800000000000007E9	3.92324895319028233E1
1.82850000000000001E9	3.92281458928253013E1
1.82899999999999996E9	3.92238056324165729E1
1.82949999999999990E9	3.92194689897879556E1
1.83000000000000007E9	3.92151361768309181E1
1.83050000000000002E9	3.92108073800584700E1
1.83099999999999996E9	3.92064827625147405E1
1.83150000000000013E9	3.92021624656906775E1
1.83200000000000007E9	3.91978466113992940E1
1.83250000000000002E9	3.91935353035792478E1
1.83300000000000018E9	3.91892286300044779E1
1.83350000000000013E9	3.91849266638872473E1
1.83400000000000007E9	3.91806294653678799E1
1.83449999999999980E9	3.91763370828889368E1
1.83500000000000019E9	3.91720495544557057E1
1.83550000000000013E9	3.91677669087864810E1
1.83599999999999985E9	3.91634891663585005E1
1.83650000000000024E9	3.91592163403558535E1
1.83699999999999974E9	3.91549484375267554E1
1.83749999999999991E9	3.91506854589573106E1
1.83800000000000030E9	3.91464274007696655E1
1.83849999999999980E9	3.91421742547509277E1
1.83899999999999997E9	3.91379260089210046E1
1.83949999999999991E9	3.91336826480447897E1
1.83999999999999986E9	3.91294441540958982E1
1.84050000000000002E9	3.91252105066773215E1
1.84099999999999997E9	3.91209816834048052E1
1.84149999999999991E9	3.91167576602578126E1
1.84199999999999986E9	3.91125384119030084E1
1.84250000000000003E9	3.91083239119951376E1
1.84299999999999997E9	3.91041141334587028E1
1.84349999999999992E9	3.90999090487556922E1
1.84400000000000008E9	3.90957086301415924E1
1.84450000000000003E9	3.90915128499155307E1
1.84499999999999997E9	3.90873216806654833E1
1.84550000000000014E9	3.90831350955150203E1
1.84600000000000009E9	3.90789530683725994E1
1.84650000000000003E9	3.90747755741882230E1
1.84699999999999998E9	3.90706025892210729E1
1.84750000000000014E9	3.90664340913211783E1
1.84800000000000009E9	3.90622700602291806E1
1.84850000000000003E9	3.90581104778985733E1
1.84900000000000020E9	3.90539553288434771E1
1.84949999999999970E9	3.90498046005173105E1
1.85000000000000009E9	3.90456582837260324E1
1.85050000000000026E9	3.90415163730810288E1
1.85099999999999976E9	3.90373788674963951E1
1.85150000000000015E9	3.90332457707352987E1
1.85199999999999987E9	3.90291170920109343E1
1.85249999999999981E9	3.90249928466464846E1
1.85300000000000020E9	3.90208730567993678E1
1.85349999999999993E9	3.90167577522540787E1
1.85399999999999987E9	3.90126469712871593E1
1.85449999999999982E9	3.90085407616074864E1
1.85499999999999998E9	3.90044391813727609E1
1.85549999999999993E9	3.90003423002821581E1
1.85599999999999987E9	3.89962502007407519E1
1.85650000000000004E9	3.89921629790888380E1
1.85699999999999998E9	3.89880807468842949E1
1.85749999999999993E9	3.89840036322186645E1
1.85800000000000010E9	3.89799317810413593E1
1.85850000000000004E9	3.89758653584551240E1
1.85899999999999999E9	3.89718045499348742E1
1.85949999999999993E9	3.89677495624067571E1
1.86000000000000010E9	3.89637006251084994E1
1.86050000000000004E9	3.89596579901316264E1
1.86099999999999999E9	3.89556219325262632E1
1.86150000000000015E9	3.89515927498248749E1
1.86199999999999966E9	3.89475707608201294E1
1.86250000000000004E9	3.89435563034095855E1
1.86300000000000021E9	3.89395497313043970E1
1.86349999999999971E9	3.89355514093895394E1
1.86400000000000010E9	3.89315617075287523E1
1.86450000000000005E9	3.89275809926283056E1
1.86499999999999977E9	3.89236096188227298E1
1.86550000000000016E9	3.89196479157215824E1
1.86600000000000010E9	3.89156961747706598E1
1.86649999999999983E9	3.89117546339325182E1
1.86699999999999977E9	3.89078234610783236E1
1.86750000000000016E9	3.89039027366996981E1
1.86799999999999988E9	3.88999924367784322E1
1.86849999999999983E9	3.88960924168679645E1
1.86900000000000022E9	3.88922023986146348E1
1.86949999999999994E9	3.88883219600382324E1
1.86999999999999988E9	3.88844505308631216E1
1.87050000000000027E9	3.88805873940200186E1
1.87100000000000000E9	3.88767316941005436E1
1.87149999999999994E9	3.88728824530676054E1
1.87199999999999989E9	3.88690385929293303E1
1.87250000000000005E9	3.88651989644506779E1
1.87300000000000000E9	3.88613623803797870E1
1.87349999999999994E9	3.88575276511965395E1
1.87400000000000011E9	3.88536936211223471E1
1.87449999999999983E9	3.88498592021037092E1
1.87500000000000000E9	3.88460234037040042E1
1.87550000000000017E9	3.88421853572725073E1
1.87599999999999989E9	3.88383443333363587E1
1.87650000000000006E9	3.88344997517981971E1
1.87700000000000000E9	3.88306511851284508E1
1.87749999999999995E9	3.88267983552538265E1
1.87800000000000011E9	3.88229411252100443E1
1.87850000000000006E9	3.88190794868342914E1
1.87900000000000000E9	3.88152135458299119E1
1.87949999999999973E9	3.88113435054655520E1
1.88000000000000012E9	3.88074696500126626E1
1.88050000000000006E9	3.88035923288147577E1
1.88099999999999978E9	3.87997119416537251E1
1.88150000000000017E9	3.87958289258593236E1
1.88200000000000012E9	3.87919437454126470E1
1.88249999999999984E9	3.87880568821373961E1
1.88300000000000023E9	3.87841688289509445E1
1.88350000000000017E9	3.87802800850632101E1
1.88399999999999990E9	3.87763911529590377E1
1.88449999999999984E9	3.87725025369716203E1
1.88500000000000023E9	3.87686147432465145E1
1.88549999999999995E9	3.87647282809008242E1
1.88599999999999990E9	3.87608436641943488E1
1.88650000000000029E9	3.87569614155468667E1
1.88699999999999979E9	3.87530820692525291E1
1.88749999999999996E9	3.87492061757581308E1
1.88800000000000034E9	3.87453343063839606E1
1.88849999999999985E9	3.87414670583715814E1
1.88900000000000001E9	3.87376050601456701E1
1.88949999999999996E9	3.87337489766681253E1
1.88999999999999990E9	3.87298995147510627E1
1.89050000000000007E9	3.87260574281719405E1
1.89100000000000001E9	3.87222235224041800E1
1.89149999999999996E9	3.87183986587379980E1
1.89199999999999990E9	3.87145837575174045E1
1.89250000000000007E9	3.87107798001659287E1
1.89300000000000002E9	3.87069878296119096E1
1.89349999999999996E9	3.87032089486599862E1
1.89400000000000013E9	3.86994443157943468E1
1.89450000000000007E9	3.86956951378437708E1
1.89500000000000002E9	3.86919626589024457E1
1.89550000000000018E9	3.86882481448917659E1
1.89600000000000013E9	3.86845528631834989E1
1.89650000000000007E9	3.86808780567991439E1
1.89699999999999980E9	3.86772249128717593E1
1.89750000000000019E9	3.86735945253213353E1
1.89800000000000013E9	3.86699878520640672E1
1.89849999999999985E9	3.86664056675533763E1
1.89900000000000024E9	3.86628485120239684E1
1.89949999999999974E9	3.86593166394525634E1
1.89999999999999991E9	3.86558099669042488E1
1.90050000000000030E9	3.86523280285302562E1
1.90099999999999980E9	3.86488699379200451E1
1.90149999999999997E9	3.86454343626897323E1
1.90199999999999991E9	3.86420195150025325E1
1.90249999999999986E9	3.86386231611007602E1
1.90300000000000002E9	3.86352426518598957E1
1.90349999999999997E9	3.86318749749027779E1
1.90399999999999991E9	3.86285168270635904E1
1.90449999999999986E9	3.86251647041634882E1
1.90500000000000003E9	3.86218150033883223E1
1.90549999999999997E9	3.86184641322857392E1
1.90599999999999992E9	3.86151086177152925E1
1.90650000000000008E9	3.86117452081017465E1
1.90700000000000003E9	3.86083709630528427E1
1.90749999999999997E9	3.86049833256997754E1
1.90800000000000014E9	3.86015801748014642E1
1.90850000000000009E9	3.85981598554873395E1
1.90900000000000003E9	3.85947211892530850E1
1.90949999999999998E9	3.85912634652844000E1
1.91000000000000014E9	3.85877864162343176E1
1.91050000000000009E9	3.85842901821787398E1
1.91100000000000003E9	3.85807752666405523E1
1.91150000000000020E9	3.85772424883815646E1
1.91199999999999970E9	3.85736929322090782E1
1.91250000000000009E9	3.85701279014398191E1
1.91300000000000026E9	3.85665488739986273E1
1.91349999999999976E9	3.85629574634801164E1
1.91400000000000015E9	3.85593553859190141E1
1.91449999999999987E9	3.85557444325253496E1
1.91499999999999981E9	3.85521264482557635E1
1.91550000000000020E9	3.85485033158063128E1
1.91599999999999993E9	3.85448769444135797E1
1.91649999999999987E9	3.85412492627206316E1
1.91699999999999982E9	3.85376222148879410E1
1.91749999999999998E9	3.85339977590855742E1
1.91799999999999993E9	3.85303778674817243E1
1.91849999999999987E9	3.85267645268298997E1
1.91900000000000004E9	3.85231597387482472E1
1.91949999999999998E9	3.85195655187747388E1
1.91999999999999993E9	3.85159838932728249E1
1.92050000000000010E9	3.85124168932568489E1
1.92100000000000004E9	3.85088665442164890E1
1.92149999999999999E9	3.85053348510533056E1
1.92199999999999993E9	3.85018237773193217E1
1.92250000000000010E9	3.84983352180839367E1
1.92300000000000004E9	3.84948709659731758E1
1.92349999999999999E9	3.84914326702417631E1
1.92400000000000015E9	3.84880217891677967E1
