freq	dB(stoz(S(1,1)))
1.09650000000000003E9	3.91833847676910363E1
1.09699999999999998E9	3.91862685825797730E1
1.09749999999999992E9	3.91893665137819358E1
1.09800000000000009E9	3.91923509518853574E1
1.09850000000000003E9	3.91949029494238577E1
1.09899999999999998E9	3.91967373973041244E1
1.09950000000000014E9	3.91976229579984636E1
1.10000000000000009E9	3.91973941635489709E1
1.10049999999999981E9	3.91959548640807487E1
1.10099999999999998E9	3.91932739411899211E1
1.10150000000000015E9	3.91893754109819037E1
1.10199999999999987E9	3.91843255154197712E1
1.10250000000000004E9	3.91782192021640219E1
1.10299999999999998E9	3.91711677723319429E1
1.10349999999999993E9	3.91632887227768389E1
1.10400000000000009E9	3.91546981436687824E1
1.10450000000000004E9	3.91455055609668312E1
1.10499999999999998E9	3.91358108497975943E1
1.10549999999999993E9	3.91257027476379093E1
1.10599999999999987E9	3.91152585074949410E1
1.10650000000000004E9	3.91045442989289560E1
1.10699999999999998E9	3.90936160516775288E1
1.10749999999999993E9	3.90825205208802506E1
1.10800000000000010E9	3.90712964240980920E1
1.10849999999999982E9	3.90599755554538408E1
1.10899999999999999E9	3.90485838222128123E1
1.10950000000000015E9	3.90371421765654691E1
1.10999999999999988E9	3.90256674332140818E1
1.11050000000000004E9	3.90141729742734089E1
1.11099999999999999E9	3.90026693491321108E1
1.11149999999999993E9	3.89911647799142269E1
1.11200000000000010E9	3.89796655841968498E1
1.11250000000000004E9	3.89681765264788194E1
1.11299999999999999E9	3.89567011090915738E1
1.11349999999999993E9	3.89452418121337596E1
1.11400000000000010E9	3.89338002908045988E1
1.11450000000000005E9	3.89223775373294378E1
1.11499999999999999E9	3.89109740135773530E1
1.11549999999999994E9	3.88995897594945461E1
1.11600000000000010E9	3.88882244816284262E1
1.11650000000000005E9	3.88768776252897741E1
1.11699999999999999E9	3.88655484332854773E1
1.11750000000000016E9	3.88542359936394277E1
1.11799999999999988E9	3.88429392782903671E1
1.11849999999999983E9	3.88316571743999850E1
1.11900000000000022E9	3.88203885096123935E1
1.11949999999999994E9	3.88091320723638722E1
1.11999999999999988E9	3.87978866281450241E1
1.12050000000000005E9	3.87866509324535524E1
1.12100000000000000E9	3.87754237410440172E1
1.12149999999999994E9	3.87642038179707793E1
1.12200000000000011E9	3.87529899418318413E1
1.12250000000000005E9	3.87417809105469857E1
1.12300000000000000E9	3.87305755449447364E1
1.12349999999999994E9	3.87193726913826319E1
1.12400000000000011E9	3.87081712235853592E1
1.12450000000000006E9	3.86969700438519393E1
1.12500000000000000E9	3.86857680837563134E1
1.12549999999999994E9	3.86745643044428444E1
1.12599999999999989E9	3.86633576966004222E1
1.12650000000000006E9	3.86521472801833132E1
1.12700000000000000E9	3.86409321039347997E1
1.12749999999999995E9	3.86297112447592550E1
1.12799999999999989E9	3.86184838069798397E1
1.12850000000000006E9	3.86072489215122161E1
1.12900000000000000E9	3.85960057449790250E1
1.12949999999999995E9	3.85847534587846885E1
1.13000000000000012E9	3.85734912681670306E1
1.13050000000000006E9	3.85622184012380709E1
1.13099999999999978E9	3.85509341080247259E1
1.13150000000000017E9	3.85396376595170675E1
1.13200000000000012E9	3.85283283467305804E1
1.13249999999999984E9	3.85170054797874561E1
1.13300000000000001E9	3.85056683870202310E1
1.13349999999999995E9	3.84943164141007088E1
1.13399999999999990E9	3.84829489231960142E1
1.13450000000000006E9	3.84715652921529605E1
1.13500000000000001E9	3.84601649137115675E1
1.13549999999999995E9	3.84487471947480453E1
1.13599999999999990E9	3.84373115555471268E1
1.13650000000000007E9	3.84258574291036936E1
1.13700000000000001E9	3.84143842604529961E1
1.13749999999999996E9	3.84028915060289933E1
1.13799999999999990E9	3.83913786330500439E1
1.13850000000000007E9	3.83798451189310796E1
1.13900000000000001E9	3.83682904507213518E1
1.13949999999999996E9	3.83567141245668841E1
1.14000000000000012E9	3.83451156451965725E1
1.14049999999999985E9	3.83334945254310799E1
1.14100000000000001E9	3.83218502857134613E1
1.14150000000000018E9	3.83101824536605795E1
1.14199999999999990E9	3.82984905636343953E1
1.14250000000000007E9	3.82867741563320996E1
1.14300000000000002E9	3.82750327783944400E1
1.14349999999999996E9	3.82632659820309806E1
1.14400000000000013E9	3.82514733246619087E1
1.14450000000000007E9	3.82396543685750023E1
1.14500000000000002E9	3.82278086805977191E1
1.14549999999999996E9	3.82159358317829012E1
1.14599999999999991E9	3.82040353971078961E1
1.14650000000000007E9	3.81921069551861958E1
1.14700000000000002E9	3.81801500879909650E1
1.14749999999999996E9	3.81681643805898307E1
1.14800000000000013E9	3.81561494208904239E1
1.14849999999999985E9	3.81441047993959881E1
1.14900000000000002E9	3.81320301089704961E1
1.14950000000000019E9	3.81199249446130306E1
1.14999999999999991E9	3.81077889032404915E1
1.15049999999999986E9	3.80956215834785983E1
1.15100000000000002E9	3.80834225854605402E1
1.15149999999999997E9	3.80711915106328069E1
1.15199999999999991E9	3.80589279615679477E1
1.15250000000000008E9	3.80466315417838263E1
1.15300000000000002E9	3.80343018555689394E1
1.15349999999999997E9	3.80219385078136574E1
1.15400000000000014E9	3.80095411038466846E1
1.15450000000000008E9	3.79971092492771234E1
1.15500000000000003E9	3.79846425498407836E1
1.15549999999999997E9	3.79721406112517590E1
1.15599999999999992E9	3.79596030390578942E1
1.15650000000000008E9	3.79470294385004880E1
1.15700000000000003E9	3.79344194143778335E1
1.15749999999999997E9	3.79217725709124753E1
1.15799999999999992E9	3.79090885116217047E1
1.15849999999999986E9	3.78963668391914421E1
1.15900000000000003E9	3.78836071553530740E1
1.15949999999999998E9	3.78708090607630643E1
1.15999999999999992E9	3.78579721548854042E1
1.16050000000000009E9	3.78450960358762822E1
1.16100000000000003E9	3.78321803004713697E1
1.16149999999999998E9	3.78192245438751495E1
1.16200000000000014E9	3.78062283596522652E1
1.16250000000000009E9	3.77931913396208552E1
1.16299999999999981E9	3.77801130737476054E1
1.16349999999999998E9	3.77669931500444012E1
1.16400000000000015E9	3.77538311544666438E1
1.16449999999999987E9	3.77406266708127536E1
1.16500000000000004E9	3.77273792806252306E1
1.16549999999999998E9	3.77140885630926226E1
1.16599999999999993E9	3.77007540949528863E1
1.16650000000000009E9	3.76873754503973402E1
1.16700000000000004E9	3.76739522009760197E1
1.16749999999999998E9	3.76604839155032556E1
1.16799999999999993E9	3.76469701599645035E1
1.16849999999999987E9	3.76334104974234540E1
1.16900000000000004E9	3.76198044879297688E1
1.16949999999999998E9	3.76061516884273939E1
1.16999999999999993E9	3.75924516526630992E1
1.17050000000000010E9	3.75787039310954984E1
1.17099999999999982E9	3.75649080708042016E1
1.17149999999999999E9	3.75510636153992028E1
1.17200000000000015E9	3.75371701049302953E1
1.17249999999999988E9	3.75232270757967123E1
1.17300000000000004E9	3.75092340606564667E1
1.17349999999999999E9	3.74951905883359737E1
1.17399999999999993E9	3.74810961837391332E1
1.17450000000000010E9	3.74669503677565086E1
1.17500000000000004E9	3.74527526571741287E1
1.17549999999999999E9	3.74385025645819747E1
1.17599999999999993E9	3.74241995982820885E1
1.17650000000000010E9	3.74098432621962385E1
1.17700000000000005E9	3.73954330557732684E1
1.17749999999999999E9	3.73809684738955195E1
1.17799999999999994E9	3.73664490067851451E1
1.17850000000000010E9	3.73518741399094534E1
1.17900000000000005E9	3.73372433538856452E1
1.17949999999999999E9	3.73225561243848025E1
1.18000000000000016E9	3.73078119220351434E1
1.18049999999999988E9	3.72930102123243312E1
1.18099999999999983E9	3.72781504555010068E1
1.18150000000000022E9	3.72632321064751659E1
1.18199999999999994E9	3.72482546147179416E1
1.18249999999999988E9	3.72332174241597169E1
1.18300000000000005E9	3.72181199730879309E1
1.18350000000000000E9	3.72029616940429353E1
1.18399999999999994E9	3.71877420137132830E1
1.18450000000000011E9	3.71724603528294661E1
1.18500000000000005E9	3.71571161260563887E1
1.18550000000000000E9	3.71417087418845515E1
1.18599999999999994E9	3.71262376025199092E1
1.18650000000000011E9	3.71107021037721418E1
1.18700000000000006E9	3.70951016349413720E1
1.18750000000000000E9	3.70794355787036967E1
1.18799999999999994E9	3.70637033109946312E1
1.18849999999999989E9	3.70479042008913506E1
1.18900000000000006E9	3.70320376104928695E1
1.18950000000000000E9	3.70161028947987258E1
1.18999999999999995E9	3.70000994015856133E1
1.19049999999999989E9	3.69840264712824274E1
1.19100000000000006E9	3.69678834368430387E1
1.19150000000000000E9	3.69516696236174846E1
1.19199999999999995E9	3.69353843492207634E1
1.19250000000000012E9	3.69190269233997137E1
1.19300000000000006E9	3.69025966478977008E1
1.19349999999999978E9	3.68860928163171220E1
1.19400000000000017E9	3.68695147139794965E1
1.19450000000000012E9	3.68528616177834190E1
1.19499999999999984E9	3.68361327960598706E1
1.19550000000000001E9	3.68193275084252836E1
1.19599999999999995E9	3.68024450056318964E1
1.19649999999999990E9	3.67854845294155419E1
1.19700000000000006E9	3.67684453123408739E1
1.19750000000000001E9	3.67513265776435549E1
1.19799999999999995E9	3.67341275390700295E1
1.19849999999999990E9	3.67168474007140011E1
1.19900000000000007E9	3.66994853568503476E1
1.19950000000000001E9	3.66820405917653369E1
1.19999999999999996E9	3.66645122795846268E1
1.20049999999999990E9	3.66468995840972633E1
1.20100000000000007E9	3.66292016585767133E1
1.20150000000000001E9	3.66114176455985074E1
1.20199999999999996E9	3.65935466768544382E1
1.20250000000000012E9	3.65755878729631112E1
1.20299999999999985E9	3.65575403432769175E1
1.20350000000000001E9	3.65394031856851687E1
1.20400000000000018E9	3.65211754864135552E1
1.20449999999999990E9	3.65028563198195499E1
1.20500000000000007E9	3.64844447481837886E1
1.20550000000000002E9	3.64659398214973418E1
1.20599999999999996E9	3.64473405772446890E1
1.20650000000000013E9	3.64286460401823220E1
1.20700000000000007E9	3.64098552221131166E1
1.20750000000000002E9	3.63909671216556507E1
1.20799999999999996E9	3.63719807240092630E1
1.20849999999999991E9	3.63528950007140406E1
1.20900000000000007E9	3.63337089094059440E1
1.20950000000000002E9	3.63144213935668336E1
1.20999999999999996E9	3.62950313822692072E1
1.21050000000000013E9	3.62755377899158038E1
1.21099999999999985E9	3.62559395159733899E1
1.21150000000000002E9	3.62362354447012347E1
1.21200000000000019E9	3.62164244448737005E1
1.21249999999999991E9	3.61965053694966477E1
1.21299999999999986E9	3.61764770555181503E1
1.21350000000000002E9	3.61563383235329372E1
1.21399999999999997E9	3.61360879774796917E1
1.21449999999999991E9	3.61157248043330181E1
1.21500000000000008E9	3.60952475737875256E1
1.21550000000000002E9	3.60746550379356012E1
1.21599999999999997E9	3.60539459309376431E1
1.21650000000000014E9	3.60331189686854270E1
1.21700000000000008E9	3.60121728484577508E1
1.21750000000000003E9	3.59911062485678368E1
1.21799999999999997E9	3.59699178280040055E1
1.21849999999999992E9	3.59486062260608685E1
1.21900000000000008E9	3.59271700619631185E1
1.21950000000000003E9	3.59056079344802814E1
1.21999999999999997E9	3.58839184215324858E1
1.22049999999999992E9	3.58621000797878997E1
1.22099999999999986E9	3.58401514442497549E1
1.22150000000000003E9	3.58180710278347103E1
1.22199999999999998E9	3.57958573209408115E1
1.22249999999999992E9	3.57735087910055594E1
1.22300000000000009E9	3.57510238820534720E1
1.22350000000000003E9	3.57284010142330199E1
1.22399999999999998E9	3.57056385833422274E1
1.22450000000000014E9	3.56827349603435584E1
1.22500000000000009E9	3.56596884908663991E1
1.22549999999999981E9	3.56364974946982205E1
1.22599999999999998E9	3.56131602652629331E1
1.22650000000000015E9	3.55896750690868746E1
1.22699999999999987E9	3.55660401452513986E1
1.22750000000000004E9	3.55422537048324205E1
1.22799999999999998E9	3.55183139303259043E1
1.22849999999999993E9	3.54942189750589154E1
1.22900000000000009E9	3.54699669625866809E1
1.22950000000000004E9	3.54455559860736624E1
1.22999999999999998E9	3.54209841076599741E1
1.23049999999999993E9	3.53962493578110449E1
1.23099999999999987E9	3.53713497346512318E1
1.23150000000000004E9	3.53462832032806329E1
1.23199999999999998E9	3.53210476950738173E1
1.23249999999999993E9	3.52956411069608711E1
1.23300000000000010E9	3.52700613006901253E1
1.23349999999999982E9	3.52443061020713211E1
1.23399999999999999E9	3.52183733001992127E1
1.23450000000000015E9	3.51922606466569565E1
1.23499999999999988E9	3.51659658546984355E1
1.23550000000000004E9	3.51394865984088378E1
1.23599999999999999E9	3.51128205118432479E1
1.23649999999999993E9	3.50859651881419987E1
1.23700000000000010E9	3.50589181786225534E1
1.23750000000000004E9	3.50316769918465187E1
1.23799999999999999E9	3.50042390926619618E1
1.23849999999999993E9	3.49766019012192242E1
1.23900000000000010E9	3.49487627919602284E1
1.23950000000000005E9	3.49207190925795796E1
1.23999999999999999E9	3.48924680829575351E1
1.24049999999999994E9	3.48640069940630326E1
1.24100000000000010E9	3.48353330068263745E1
1.24150000000000005E9	3.48064432509802790E1
1.24199999999999999E9	3.47773348038684693E1
1.24250000000000016E9	3.47480046892203021E1
1.24299999999999988E9	3.47184498758911442E1
1.24349999999999983E9	3.46886672765662407E1
1.24400000000000022E9	3.46586537464278033E1
1.24449999999999994E9	3.46284060817837247E1
1.24499999999999988E9	3.45979210186563346E1
1.24550000000000005E9	3.45671952313304454E1
1.24600000000000000E9	3.45362253308585121E1
1.24649999999999994E9	3.45050078635225876E1
1.24700000000000011E9	3.44735393092499987E1
1.24750000000000005E9	3.44418160799828410E1
1.24800000000000000E9	3.44098345179984122E1
1.24849999999999994E9	3.43775908941794039E1
1.24900000000000011E9	3.43450814062320697E1
1.24950000000000006E9	3.43123021768505243E1
1.25000000000000000E9	3.42792492518250658E1
1.25049999999999994E9	3.42459185980930148E1
1.25099999999999989E9	3.42123061017292107E1
1.25150000000000006E9	3.41784075658749398E1
1.25200000000000000E9	3.41442187086023186E1
1.25249999999999995E9	3.41097351607123622E1
1.25299999999999989E9	3.40749524634635881E1
1.25350000000000006E9	3.40398660662299335E1
1.25400000000000000E9	3.40044713240835161E1
1.25449999999999995E9	3.39687634953012241E1
1.25500000000000012E9	3.39327377387917917E1
1.25550000000000006E9	3.38963891114389426E1
1.25599999999999978E9	3.38597125653605380E1
1.25650000000000017E9	3.38227029450772942E1
1.25700000000000012E9	3.37853549845899348E1
1.25749999999999984E9	3.37476633043602314E1
1.25800000000000001E9	3.37096224081930140E1
1.25849999999999995E9	3.36712266800140503E1
1.25899999999999990E9	3.36324703805418590E1
1.25950000000000006E9	3.35933476438473866E1
1.26000000000000001E9	3.35538524737983090E1
1.26049999999999995E9	3.35139787403837497E1
1.26099999999999990E9	3.34737201759131242E1
1.26150000000000007E9	3.34330703710868571E1
1.26200000000000001E9	3.33920227709310646E1
1.26249999999999996E9	3.33505706705932070E1
1.26299999999999990E9	3.33087072109917859E1
1.26350000000000007E9	3.32664253743148652E1
1.26400000000000001E9	3.32237179793617221E1
1.26449999999999996E9	3.31805776767203398E1
1.26500000000000012E9	3.31369969437754808E1
1.26549999999999985E9	3.30929680795397374E1
1.26600000000000001E9	3.30484831993004136E1
1.26650000000000018E9	3.30035342290756972E1
1.26699999999999990E9	3.29581128998710948E1
1.26750000000000007E9	3.29122107417291776E1
1.26800000000000002E9	3.28658190775640824E1
1.26849999999999996E9	3.28189290167712722E1
1.26900000000000013E9	3.27715314486044651E1
1.26950000000000007E9	3.27236170353097311E1
1.27000000000000002E9	3.26751762050066308E1
1.27049999999999996E9	3.26261991443068045E1
1.27099999999999991E9	3.25766757906590954E1
1.27150000000000007E9	3.25265958244091191E1
1.27200000000000002E9	3.24759486605636249E1
1.27249999999999996E9	3.24247234402455486E1
1.27300000000000013E9	3.23729090218290860E1
1.27349999999999985E9	3.23204939717402961E1
1.27400000000000002E9	3.22674665549110440E1
1.27450000000000019E9	3.22138147248713258E1
1.27499999999999991E9	3.21595261134665833E1
1.27549999999999986E9	3.21045880201839662E1
1.27600000000000002E9	3.20489874010734033E1
1.27649999999999997E9	3.19927108572463714E1
1.27699999999999991E9	3.19357446229369346E1
1.27750000000000008E9	3.18780745531079601E1
1.27800000000000002E9	3.18196861105852147E1
1.27849999999999997E9	3.17605643527017500E1
1.27900000000000014E9	3.17006939174347524E1
1.27950000000000008E9	3.16400590090167810E1
1.28000000000000003E9	3.15786433830018654E1
1.28050000000000019E9	3.15164303307699667E1
1.28099999999999992E9	3.14534026634482977E1
1.28150000000000008E9	3.13895426952338497E1
1.28199999999999981E9	3.13248322260958911E1
1.28249999999999997E9	3.12592525238431662E1
1.28300000000000014E9	3.11927843055362519E1
1.28349999999999986E9	3.11254077182295941E1
1.28400000000000003E9	3.10571023190280515E1
1.28449999999999998E9	3.09878470544427653E1
1.28499999999999992E9	3.09176202390366139E1
1.28550000000000009E9	3.08463995333465668E1
1.28600000000000003E9	3.07741619210796191E1
1.28649999999999998E9	3.07008836855764011E1
1.28699999999999992E9	3.06265403855454155E1
1.28750000000000009E9	3.05511068300743815E1
1.28800000000000003E9	3.04745570529304599E1
1.28849999999999998E9	3.03968642861716853E1
1.28900000000000015E9	3.03180009330971378E1
1.28949999999999987E9	3.02379385405784928E1
1.29000000000000004E9	3.01566477708235681E1
1.29050000000000020E9	3.00740983726417799E1
1.29099999999999993E9	2.99902591522961126E1
1.29150000000000009E9	2.99050979440488485E1
1.29199999999999982E9	2.98185815805320642E1
1.29249999999999998E9	2.97306758631030865E1
1.29300000000000015E9	2.96413455323782893E1
1.29349999999999987E9	2.95505542391795473E1
1.29400000000000004E9	2.94582645161743395E1
1.29449999999999976E9	2.93644377505424714E1
1.29499999999999993E9	2.92690341580704194E1
1.29550000000000010E9	2.91720127591477230E1
1.29599999999999982E9	2.90733313572250740E1
1.29649999999999999E9	2.89729465204033909E1
1.29699999999999993E9	2.88708135669358068E1
1.29749999999999988E9	2.87668865555732367E1
1.29800000000000004E9	2.86611182818462895E1
1.29849999999999999E9	2.85534602815694427E1
1.29899999999999993E9	2.84438628430862694E1
1.29949999999999988E9	2.83322750300367643E1
1.30000000000000004E9	2.82186447167422427E1
1.30049999999999999E9	2.81029186386737528E1
1.30099999999999993E9	2.79850424608955128E1
1.30150000000000010E9	2.78649608678848626E1
1.30200000000000005E9	2.77426176787206646E1
1.30249999999999999E9	2.76179559923276718E1
1.30300000000000016E9	2.74909183682767999E1
1.30350000000000010E9	2.73614470496017237E1
1.30400000000000005E9	2.72294842352019328E1
1.30449999999999977E9	2.70949724107183432E1
1.30500000000000016E9	2.69578547482903463E1
1.30550000000000010E9	2.68180755873872689E1
1.30599999999999983E9	2.66755810109911584E1
1.30650000000000022E9	2.65303195338054421E1
1.30699999999999994E9	2.63822429219749477E1
1.30749999999999988E9	2.62313071670075582E1
1.30800000000000027E9	2.60774736402936558E1
1.30850000000000000E9	2.59207104588203796E1
1.30899999999999994E9	2.57609940974437901E1
1.30949999999999989E9	2.55983112883868280E1
1.31000000000000005E9	2.54326612545011255E1
1.31050000000000000E9	2.52640583291457643E1
1.31099999999999994E9	2.50925350221878007E1
1.31150000000000011E9	2.49181455983491151E1
1.31199999999999983E9	2.47409702404710474E1
1.31250000000000000E9	2.45611198756277371E1
1.31300000000000017E9	2.43787417454059119E1
1.31349999999999989E9	2.41940258017227627E1
1.31400000000000006E9	2.40072120043515103E1
1.31450000000000000E9	2.38185985832628910E1
1.31499999999999995E9	2.36285513045163897E1
1.31550000000000011E9	2.34375137383665155E1
1.31600000000000006E9	2.32460184670554559E1
